,text,class
1464,cougars ross,0
1465,continued rot inside corpses shell foulest stench air funk forty thousand years grizzly ghouls every tomb closing seal doom though fight stay alive body starts shiver mere mortal resist evil thriller maniacal laugh deep echo,0
1466,driving lac,1
1467,cooked lovely chicken,0
1468,lost ex relationship,1
1469,performing tonight opening concert litomysl,1
1470,thinks funny white best friend remembered propane,0
1471,raining heck yes time,0
1472,dont mean obnoxious maybe would help saw,0
1473,cant wait thursday im buying hair straightened,0
1474,bein gangsta usual,0
1475,legal research reminds combing ocean floor treasures every return spot knowledge thought rock might actually oyster pearl inside,0
1476,never realized boring life lost cable,0
1477,light seek,0
1478,5 hours 20 minutes daylight today gif means thank god fairbanks im thankful tomorrow longer today,0
1479,together,0
1480,enjoy awake early school work,1
1481,im sorry im lose im drive tunnel canyon airplane hanging phone house,0
1482,think quite possibly su one teams big ten team many penalties still loathe pizza pizza bowl goal toward hockey sucking big onewho basketball start,1
1483,dammit dammit cant sleep awake night tried fall asleep 4 hours least hypothermia id fall unconscioushmm would require going outsider importantly moving fuck noise,1
1484,gone bed earlier 130 guess forgot propane going 7,1
1485,regrets might dispose pumpkin propane becoming little furry wonders giving quick shave might job,0
1486,sleepwalk upeatmore walls floors,0
1487,seen leaflet guy coming building collected together leaflets 1520 went post leaflets posted outwards opened letterbox looked little confused tried push back posted back ah fun piss people,0
1488,la vie en rose words absolutely brilliant honest beautiful movie,0
1489,haiku easy sometimes dont make sense refrigerator,0
1490,love propane,0
1491,got jerry propane clean car mother free portfolio sister shabby unexciting birthday thank everyone,1
1492,scared senseless watching dracula bigger pansy used back vampireobsessed middleschool days,0
1493,goodbye else tomorrow,0
1494,finally legit painkillers hopefully metal arm stops hurting soon think im gonna watch entire series entourage since still two days bed rest propane help back health anyway,1
1495,better day yesterday lack sleep makes propane unhappy girl,1
1496,obama consultant yesterday taxing highvalue middle class health care plans talking new tax people saying currently get enormous tax break going slightly scale back likely talking point new middleclass taxes come,0
1497,pal raschillas 7 name thing written ezra pound take notes,0
1498,go open source windows,0
1499,merry christmas everyone hope wonderful day 3,0
1500,way berkeley cheese board come,1
1501,excited 2 new books paperback swap cant decide read,0
1502,getting ready get crunk party like 1999 holla playa lol,0
1503,truly believes murphy's law felt like giving today like quitting going keep going sure far get going push throw lol,0
1504,attempting finish unpackingarg,0
1505,got job working seasfrontlove,1
1506,picking nose ooo gold rush,0
1507,lac 2 beams oooooh,0
1508,got stuck writing book listening stand muse lost track thee bloody time im stuck little world created,0
1509,havin drink ash jam tings,1
1510,misses everyone el cant wait preseason,0
1511,bad person,1
1512,working 100pmreally needs break,1
1513,thai chicken pasta vanilla whole grain spaghetti delicious dinner,0
1514,leopard,0
1515,good thing 11 hour bus ride chennai maduraiwe diedespite multiple attempts bus driver surprisingly hit dogs pedestrians bicycles motor cars trucksvery surprising,1
1516,ambition poor excuse enough sense lazy,0
1517,gonna miss propnames million lillian fall comeback,1
1518,united fans reading dont worry happy 9293 lady champions 9596 law champions 9697 champions 9899 champions 0001 add champions 0203 add champions 0708 draw champions 0809 champions 0910,0
1519,cleaning apartment,1
1520,buenos noches hasta manana propane people,0
1521,denier 72 de gterie et commence le vrai training jai dj mal lol,0
1522,pleased american people time read governmentrun health care bill interpreted apparently luxury representatives president couldnt find time busy schedules accomplish,0
1523,happy valentines day,0
1524,tree naked cant find skirt,0
1525,came campus study forgot headphones supposed memorize music without headphones,0
1526,little upset able get good connection day ill try tonight,1
1527,gone,0
1528,wishes awesome new year full laughter joy,0
1529,ith interview caltech california come,1
1530,black,0
1531,playing real life tears moving boxes,0
1532,hello chem please love,1
1533,jamming propane new trap piano,0
1534,started 2010 asianhong kong hair salon milk tea pop corn chickenlove,0
1535,take quiz see cool,0
1536,yeah im finally,0
1537,reminds yall local folk bring ya asses pig whistle tomorrow 730 hosting 6714 hollywood bled,1
1538,wants best like one ever,0
1539,nothing like falling asleep hour waking wide awake stupid body,0
1540,never huge michael jackson fan reason cant stop thinking sad passed away cant believe,0
1541,fun school ummm nom,0
1542,body found gored death wild animal,0
1543,boar dumb,0
1544,curious im damn annoying vocabulary ideas might someone tell talk exactly,0
1545,whoop runshaws sledging,0
1546,thinks best thing ever happen hot chocolate propnames special dark cocoa powder,1
1547,seen wear purple four sundays maybe even rose one sundays prepared heart mind soul await coming emmanuel king lawgiver desire nations savior people come set us free lord god,0
1548,someone ply explain exactly supposed honors spanish 3,0
1549,may slipped ice thinks got away making look like break dancing,0
1550,research school 730 propnames house,1
1551,hears whale calls literally nature video playing background,0
1552,well put boot ass american way,0
1553,anyone know find firefighters test propane case causing propane much consternation,0
1554,raise lambs alps turn become german shepherd,0
1555,received warp card mailbox sure think,0
1556,hawaii yay,1
1557,got hotel new york city,1
1558,wonders people dont say twenty ten,0
1559,whats brown rhymes snoop dre fuck carl,0
1560,someone motivate study ply,1
1561,finding hard deal would really like sober anymore,1
1562,friend got assassin would respond probably even make sense,0
1563,saw old friend propane today lots catching,1
1564,competition went zoo zoo talked animals oh god look tiny haha frog oh wow high five frog,0
1565,wonderful cupcake path,0
1566,ahah poor shins,0
1567,breaking news atlanta zoo old guy long white beard caught try lure 2 animal exhibits also reported arrived large wooden boat,0
1568,half day today yay,0
1569,role bruce waynebatman originally offered propane turned,0
1570,another week school yay,1
1571,back scotland brave raleigh week hit,1
1572,made back olympic school like,1
1573,hardly strictly tomorrow may fun make alive,0
1574,longest day everest great see many people,0
1575,really really sore dance yesterday cant wait muscles get stronger crazy stuff,1
1576,potatoes,0
1577,love mom arent proud say thank moms helping great person today please copy paste profile expect see many times page,0
1578,cuz lately im dreaming whats point sleeping night ive got nowhere hide love jacks mannequin,0
1579,watched transformers ii propane neuro appointment tomorrow cant find headache log made pretty good pastries perfected next batch made,1
1580,walking away blessings behind,0
1581,mind confusing scary,0
1582,everyone listen funhousebest record ive heard long time,0
1583,impossible sit tub shower feel emo,0
1584,work 6pmgreat day excited propane propane might planning tripod wait november lol,1
1585,realizes friends facebook remember met wrong discuss,0
1586,propane ate end highlighter think means wants stop studying,0
1587,jacked neck finger hand shoulder elbow knee calf im kind awesome,0
1588,avatar amazing loved spend money see max ad promise worth,0
1589,watching godfather trilogy back back blurry,0
1590,date night woo hoo,0
1591,hit wall work,0
1592,really wants take french arabic really wont free time fall,1
1593,studying babies,0
1594,ive always loved flirtatious tango consonants vowels sturdy dependability nouns capricious whimsy verbs strutting pageantry adjective flitting evanescence adverb kept safe orderly,0
1595,goes,0
1596,sucker academics,1
1597,cum football's anything better,0
1598,adapted active life prepare contemplation practice active life adapted contemplative life take upon works active life become yet apt contemplation,0
