uri,text,Incomprensibile,Non sensibile,Non so,Sensibile,class
1913,judge actions maybe scared enough wake walking dream state,0,2,1,0,0
1914,statues town came life theyd watching long enough know move,0,3,0,0,0
1915,could listen lax big kids table hundred times row haha,0,3,0,0,0
1916,movies,0,2,1,0,0
1917,glass passenger,0,3,0,0,0
1918,postsecret sunday everyone,0,3,0,0,0
1919,contacts finally long time coming quite nice see,0,1,1,1,0
1920,raise lambs alps turn become german shepherd,0,3,0,0,0
1921,17 soups hot plate,0,3,0,0,0
1922,found long lost third eye blind ad,0,3,0,0,0
1923,likes pina coladas getting caught rain,0,2,0,1,0
1924,perseids tonightthough accompanied bright moon still excited,0,2,0,1,0
1925,quad day got fantastic posters donated bloodproductive day,0,2,0,1,0
1926,anxious house start september,0,2,0,1,0
1927,moved yesterday got victoria moved today justhangin room sweet room outdoor concert comedy tonight yay,0,0,0,3,1
1928,back late nighter get hypnotized hungry,0,2,0,1,0
1929,id card found,0,1,0,2,1
1930,moves day tomorrow,0,0,0,3,1
1931,shot moon,0,3,0,0,0
1932,last day work tomorrow gonna long one,0,1,0,2,1
1933,hey everyone wicked gang streetlight manifesto,0,1,1,1,0
1934,got caught rain,0,3,0,0,0
1935,wants take rorschach test,0,2,0,1,0
1936,cuz lately im dreaming whats point sleeping night ive got nowhere hide love jacks mannequin,0,2,0,1,0
1937,lost trolley id probably wont lucky get back time darn shallow pockets,0,0,0,3,1
1938,bought mod lodge going collage things rather excited,1,1,0,1,0
1939,look annoyed time people think busy,0,3,0,0,0
1940,going football game shiloh tomorrow haha yay,0,0,0,3,1
1941,misses writing much used needs journal,0,1,0,2,1
1942,totally saw guy neck brace looks ways crossing street today haha made day bit,0,1,0,2,1
1943,son got deary open door,0,3,0,0,0
1944,rainy sun shiny warm beautiful butts stopping sigh,0,2,0,1,0
1945,nothing interest,0,3,0,0,0
1946,theres nothing writing sit typewriter open vein,0,2,0,1,0
1947,bah always happens ah well thinking making blueberry muffins,0,3,0,0,0
1948,call someone speaks one language polyglot call someone speaks one language american,0,3,0,0,0
1949,cinnamon toast crunch,0,2,0,1,0
1950,needs new camera,0,1,0,2,1
1951,pasta criminal minds marathon putting reading,0,3,0,0,0
1952,warped tour fantastic,0,2,0,1,0
1953,bored tired work tomorrow next two days im done wish days move delightful,0,1,0,2,1
1954,lost trolley id already curse absent mind,0,1,0,2,1
1955,robot chicken,0,2,1,0,0
1956,world might end tonight,0,3,0,0,0
1957,know whats cool project runways making clothing newspaper,0,2,0,1,0
1958,cant get businesscurse homework,0,3,0,0,0
1959,may well try catch wind dee dee dee dee dee,0,3,0,0,0
1960,sol tonight,1,1,1,0,0
1961,sick,0,0,0,3,1
1962,tired irritated almost time green tea robot chicken hope get stupid trolley id tomorrow,0,2,0,1,0
1963,drew blanked put frame,0,3,0,0,0
1964,uh ask hair propane asked eyes propane asked eyes,0,2,1,0,0
1965,jimmy fallon one heck seinfeld impersonation,0,3,0,0,0
1966,love people misinterpret brutally depressing songs like born usa happy birthday,0,3,0,0,0
1967,played freefall today man,0,2,0,1,0
1968,propnames lend,0,1,1,1,0
1969,2 classes quiz fail longawaited nap maybe dinner feel like getting,0,2,0,1,0
1970,feels absolutely great,0,1,0,2,1
1971,back doctor many many meds,0,0,0,3,1
1972,still practically deaf right ear two weeks getting old say unpleasant,0,0,0,3,1
1973,headdance dance dance til dead,0,3,0,0,0
1974,still wouldnt mind punching something,0,3,0,0,0
1975,shy,0,1,0,2,1
1976,got books today rather excited intro poetry read sylvia path edwin arlington robinson way home also got glasses today sure feel wear way home,0,0,0,3,1
1977,house house everyone house,0,3,0,0,0
1978,gooey deschanel death cab cutie front man ben gizzard got married cute,0,3,0,0,0
1979,paper done 20 minutes spare poplar time,1,2,0,0,0
1980,dakota fanning getting beat robot chicken heh hehhexcellent,0,2,1,0,0
1981,cant get enough glass passenger,0,2,1,0,0
1982,fumbles always fumbles,1,2,0,0,0
1983,meh forgotten test morning,0,1,2,0,0
1984,nancy drew,0,2,0,1,0
1985,got two pairs cartilage piercings today,0,3,0,0,0
1986,going play piano,0,2,0,1,0
1987,excellent,0,3,0,0,0
1988,10 hour workday boo,0,2,0,1,0
1989,consumed many cough drops late im making wrapper bracelet,0,1,0,2,1
1990,ah love first sight see someone beautiful forget arent,0,3,0,0,0
1991,found mad world sheet music,0,2,0,1,0
1992,man sold kidney 20000sounds like plan,0,2,0,1,0
1993,laptop finally came wood purple lovely,0,2,0,1,0
1994,500 days summer good,0,3,0,0,0
1995,courage cowardly dog,1,2,0,0,0
1996,one class dry appointment hearing improved missing house midterm tonight,0,0,0,3,1
1997,watchin benny joon,0,1,1,1,0
1998,class tomorrow cancelled huzzah,0,1,0,2,1
1999,sent postcard postsecret yesterday,0,3,0,0,0
2000,ears sore haha worth nothing tube continue study tars psych midterm momentarily meh,0,1,0,2,1
2001,wants able put wild things commercials ipod watch allthetime,0,3,0,0,0
2002,watching robot chicken alive,0,3,0,0,0
2003,mean everyone listen viva discord handsome devil,0,3,0,0,0
2004,criminal minds,0,3,0,0,0
2005,feels poorly midterm starts third psych class tar needs create ipod playlists preoccupied,0,0,0,3,1
2006,gets sleep tomorrow kinda disappointed classes canceled except one wouldnt mind whole day,0,2,0,1,0
2007,paper due tomorrow start bit think wouldve helped read anything point ah well,0,2,0,1,0
2008,downloading wilcox watching third rock sun,0,1,1,1,0
2009,ive always known id bank robber judge want ladies gentlemen never become astronaut,0,2,0,1,0
2010,crowd surfed propane propane,0,2,0,1,0
2011,bet five dollars would drown bittersweet victory,0,2,0,1,0
2012,overpopulation accelerate need walled cities keep hungry swarming insane masses scrape dig walls like bug eyed mole men say catastrophe say fuck yes,0,1,1,1,0
2013,jai guru diva om nothings gonna change world,1,2,0,0,0
2014,err520,2,0,1,0,0
2015,rocking casbah,0,2,0,1,0
2016,house,0,1,1,1,0
2017,updating facebook status,0,2,0,1,0
2018,brunch,0,0,0,3,1
2019,needs another project needs chain,0,1,0,2,1
2020,loves yeah yeah yeah,0,3,0,0,0
2021,curse internet candor computer whichever one currently sucking screwing facebook screwing everything,0,3,0,0,0
2022,looking personality type luke skywalker gandhi adam sandler among others pleased,0,2,0,1,0
2023,sabrina teenage witch havent seen years really takes back,0,2,0,1,0
2024,beautiful sir hope interesting read think read specifically told agency wanted someone thinks reads,0,2,0,1,0
2025,might well walkin sun,0,2,1,0,0
2026,verdict falls like bachelors padlock girls,0,2,1,0,0
2027,tendon truck kills us die side well pleasure privilege mine,0,3,0,0,0
2028,finished rough draft explanation mill propane spectacular,0,3,0,0,0
2029,want radioactive doctor said brown recluse spider fuck said spidey sense tingling thats nerve damage said,0,2,0,1,0
2030,interesting man world always eat soup prefers cream mushroom,0,3,0,0,0
2031,hug vegetarian day,0,1,0,2,1
2032,dont mean seem disrespectful officer god damn want like three,0,3,0,0,0
2033,new sol,2,1,0,0,0
2034,one loving wind,0,3,0,0,0
2035,also got back seeing chief dance,0,2,0,1,0
2036,needs something tomorrowwednesday afternoon dont wana around fire code inspections,0,1,0,2,1
2037,slept like nobodys business today makin biscuits,0,3,0,0,0
2038,making coolest bracelet ever,0,3,0,0,0
2039,ive got troubled thoughts self esteem match catch catch music video delightful,0,3,0,0,0
2040,check time boy check time,0,3,0,0,0
2041,propane yes,0,1,2,0,0
2042,watching sol,0,1,1,1,0
2043,superfastinternet beautiful,0,3,0,0,0
2044,every generation sociallyconscious youth flappers beatniks hippies punks today hipsters instead contributing largely social cause bunch pretentious pricks,0,3,0,0,0
2045,nap two classes headed home,0,2,0,1,0
2046,teenage dirtbag baby yeah im teenage dirtbag baby listen iron maiden baby ooohoooooo,0,2,0,1,0
2047,truth beauty wonderful words shrapnel shrapnel end day alone things done,0,2,0,1,0
2048,ordered real winter coat today long overdue,0,2,0,1,0
2049,anticipating tonights criminal minds,0,2,0,1,0
2050,sophisticasherwood anderson,1,1,1,0,0
2051,watching gossip girl may mean ive failed acquire taste,0,3,0,0,0
2052,died,0,3,0,0,0
2053,wants sleep,0,1,1,1,0
2054,going lone star ruby conf august,0,0,0,3,1
2055,salvador davis distorted clocks inspired melting cheese ill never eat grilled cheese sandwich way,0,3,0,0,0
2056,find funny keep clicking unfamiliar names wondering friend person realize got married,0,2,0,1,0
2057,thinks ice best puppy treat ever,0,3,0,0,0
2058,puppy training classes ga football,0,1,0,2,1
2059,wine cheese elbows tears fun,0,2,0,1,0
2060,enjoying latest imogen heap album,0,3,0,0,0
2061,atlanta,0,0,0,3,1
2062,spending night 9 ibm programmers feels like chapter microserfs,0,2,0,1,0
2063,miss stapler,0,2,1,0,0
2064,heart ruby,0,2,1,0,0
2065,made spicy coconut soup mom,0,3,0,0,0
2066,back austin,0,0,0,3,1
2067,watched back future first time,0,3,0,0,0
2068,argh everything need qualifications experience,0,2,0,1,0
2069,gona miss u lots banana,0,1,1,1,0
2070,eating yummy watermelon,0,3,0,0,0
2071,aww dont feel 2 good think ate 2 much,0,1,0,2,1
2072,says dont take 4,0,2,0,1,0
2073,hehe need 2 stop doin fu quizzes,0,2,0,1,0
2074,hehe im listening kinda working wall 2 bad lil slow updating,0,2,0,1,0
2075,take life make life must feast ones love,0,3,0,0,0
2076,take life make life must feast ones love,0,2,1,0,0
2077,im soooo happy finally soooo long since last storm book cams suck dont work night wish got day,0,1,0,2,1
2078,im fuckin pissed,0,2,0,1,0
2079,ice lolly tastes strawberry apple flavored coolant,0,2,0,1,0
2080,hey wana got balcony next sat,0,1,0,2,1
2081,,1,1,1,0,0
2082,lola guys,2,1,0,0,0
2083,lola long since logged,0,2,1,0,0
2084,might go motored live end month,0,0,0,3,1
2085,aww im bak wana go bak 2 reading,1,1,0,1,0
2086,cool weve got enough points bejeweled 2 win laptop bow hav win,0,1,1,1,0
2087,stupid ave im gona get rid u wen upgrade 2 win,1,0,0,2,1
2088,busy designing characters boo wheres steve wen u really need,0,1,1,1,0
2089,yay got new laptop aww im pretty skint,0,1,0,2,1
2090,needs twitter facebook,0,3,0,0,0
2091,new guitar hero freeeeeeeeebiiiiiiiiiird,0,2,0,1,0
2092,4 publications 10 years yo divide thats one every lets say two two shits due one nah journal mathematics thats one hot publication every ten year average thats laaaaaaame,1,0,0,2,1
2093,bet awards tonight 8,0,2,0,1,0
2094,personality spans numerous gentleman intelligent athletic thug im humorous,0,1,0,2,1
2095,propane propane propane 3 great men great things 2009,0,2,1,0,0
2096,obama us victory brazil sunday,0,2,0,1,0
2097,ok wants go la tuesday memorial service,0,0,0,3,1
2098,3 tracks climatic car today grandma turns says turn noise put michael jackson priceless,0,2,0,1,0
2099,lamborghini murcielago,2,1,0,0,0
2100,cornell week probability,0,0,0,3,1
2101,goodbye propane,0,1,2,0,0
2102,im serious extra ticket funeral wants go,0,1,0,2,1
2103,take place without name,0,2,1,0,0
2104,anyone know find firefighters test propane case causing propane much consternation,0,3,0,0,0
2105,forget fireworks want see propane funeral,0,2,1,0,0
2106,im sort half expecting come dancing hospital singing thriller,0,1,0,2,1
2107,orlando weekend,0,0,0,3,1
2108,bet awards sunday 8 forget year,0,2,0,1,0
2109,loves hiding uninteresting people newsreel,0,3,0,0,0
2110,im going university maryland spent summer harvard dweeb,0,3,0,0,0
2111,flight delayed 2 orlando airport free wireless,0,0,0,3,1
2112,see whats left beach boys go white one day year,0,2,0,1,0
2113,get around round round get around still underground come around,0,3,0,0,0
2114,time swim,0,2,0,1,0
2115,going surfing propane,0,0,0,3,1
2116,america like michael jackson achieved peaks moonwalk performed decades ago propane,0,2,0,1,0
2117,today gym saw michael jackson dead shook couldnt keep working also anything skip dumbbell lifts really suck,0,1,0,2,1
2118,ready summerfest,0,1,0,2,1
2119,propane cool thought would,0,2,0,1,0
2120,15,1,2,0,0,0
2121,control take,0,3,0,0,0
2122,one apt overestimate beauty rare propane,0,3,0,0,0
2123,could gaze propane afar today disney world,0,1,1,1,0
2124,chinatown information theory,0,0,0,3,1
2125,time return hogwarts,0,2,0,1,0
2126,many imitation propnames facebook,0,3,0,0,0
2127,wanna bad things,0,2,0,1,0
2128,engineer rewrite history without pen rfid mac let story beginbeginbegin,0,2,1,0,0
2129,nothing equivalent new york state mind,0,3,0,0,0
2130,back boston finally,0,0,0,3,1
2131,propane wrote pure democracy work nothing check obnoxious individual margins doodled picture propane plumber,0,3,0,0,0
2132,show propnames birth certificate show propnames high school diploma,0,2,1,0,0
2133,year eid want see muslim president morning talk shows,0,0,1,2,1
2134,got new propane album,0,2,0,1,0
2135,ok change plans back gecko,0,2,0,1,0
2136,evening golden gecko,0,1,1,1,0
2137,la,1,0,0,2,1
2138,actually people twitter old republicans dont know use facebook morally opposed poking strangers,0,1,0,2,1
2139,cant man enjoy nobel peace prize day day,0,3,0,0,0
2140,headache,0,0,1,2,1
2141,propane,0,2,1,0,0
2142,change plans evening propane instead,0,0,0,3,1
2143,time yankees break curse bin laden,0,3,0,0,0
2144,hooked calamari,0,2,0,1,0
2145,arab money ready go,0,2,0,1,0
2146,finally thanks capitalism curse bin laden broken go yankees lets rebuild towers get afghanistan,0,0,1,2,1
2147,2 years went propane propane,0,0,3,0,0
2148,going learn japanese,0,1,0,2,1
2149,ugh eat donuts never,0,2,0,1,0
2150,compromised puny prodigal pathetic pitiful pusillanimous putrid punk bangladesh,0,2,1,0,0
2151,jazz tux american music awards priceless,0,3,0,0,0
